country,variant,metric_version,grown_edges,place_id,metric,version,value,status,detail
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",betweenness_mean_road,0.1.0,0.007317269328912635,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",betweenness_mean_bike,0.1.0,0.0279611138887448,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",betweenness_median_road,0.1.0,0.00035874437154649055,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",betweenness_median_bike,0.1.0,0.016074410111760595,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",closeness_mean_road,0.1.0,0.00019401559216856084,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",closeness_mean_bike,0.1.0,0.00015588099800899303,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",closeness_median_road,0.1.0,0.00019310294976336627,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",closeness_median_bike,0.1.0,0.00016102607936950602,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",clustering_mean_road,0.1.0,0.013983506633201864,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",clustering_mean_bike,0.1.0,0.020022590809107663,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",n_nodes_road,0.1.0,5578.0,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",n_nodes_bike,0.1.0,5607.0,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",n_edges_road,0.1.0,6470.0,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",n_edges_bike,0.1.0,7300.0,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",length_km_road,0.1.0,550.04234427372,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",length_km_bike,0.1.0,329.02690223647295,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",edge_length_avg_m_road,0.1.0,85.01427268527358,ok,
UK,scenario,0.5.0,4706,"South Tyneside, United Kingdom",edge_length_avg_m_bike,0.1.0,45.07217838855794,ok,
