place_id,stage,quantile,invested_km,bikeable_length_share,bike_lcc_share_of_road,low_stress_coverage,low_stress_route_fraction,mean_route_lts,cycle_network_density_km2,circuity_avg_bike,modal_directness_gap,predicted_rate
"Sunderland, United Kingdom",10,0.11,51.709,0.37108116782204265,0.1813605800921785,0.787932298249934,0.01788390574426015,1.384686963436924,3.0318694303327787,1.0504611157933326,1.1970385958284717,3.576
"Sunderland, United Kingdom",20,0.21,85.129,0.4003720503279693,0.21136953297785366,0.796468523994103,0.01788390574426015,1.384686963436924,3.2711866982459177,1.0465973997127487,1.1970385958284717,6.862
"Sunderland, United Kingdom",30,0.31,121.27,0.4320480190431912,0.2799516088829139,0.805218760213002,0.01788390574426015,1.384686963436924,3.529990996474048,1.0430340531977174,1.1970385958284717,6.918
"Sunderland, United Kingdom",40,0.41,154.231,0.46093606992670527,0.3126707607817494,0.8138212693278047,0.01788390574426015,1.384686963436924,3.7660169820816676,1.0402284997519584,1.1970385958284717,7.534
"Sunderland, United Kingdom",50,0.51,191.293,0.49341892967539047,0.35279538965277507,0.824010643330614,0.01788390574426015,1.384686963436924,4.031413876404947,1.03748090676191,1.1970385958284717,7.807
"Sunderland, United Kingdom",60,0.61,209.712,0.5095618595356473,0.40416657720295984,0.8297538299239405,0.01788390574426015,1.384686963436924,4.163307542274809,1.0362504672339148,1.1970385958284717,8.09
"Sunderland, United Kingdom",70,0.71,234.198,0.5310224683041537,0.44330780872722514,0.8376857934019571,0.01788390574426015,1.384686963436924,4.338648597881192,1.0347345632130434,1.1970385958284717,13.167
"Sunderland, United Kingdom",80,0.81,253.613,0.5480388125925989,0.45918315421079664,0.8424418918428477,0.01788390574426015,1.384686963436924,4.477678380413557,1.0336198128697704,1.1970385958284717,15.049
"Sunderland, United Kingdom",90,0.91,265.686,0.5586206116328387,0.47405139582328226,0.8469847320323222,0.01788390574426015,1.384686963436924,4.564135565013703,1.0329619699906516,1.1970385958284717,15.782
"Sunderland, United Kingdom",99,1.0,271.821,0.5639974348412145,0.4794282190316575,0.8485447891514252,0.01788390574426015,1.384686963436924,4.608066185404539,1.0326374737504722,1.1970385958284717,16.342
"North Tyneside, United Kingdom",-1,0.0,0.0,0.5335207245945021,0.2604883115925535,0.799885886474273,0.14210148486794877,1.299185693382418,4.841052456068492,1.0430775044550775,1.1498512080901249,4.125
"North Tyneside, United Kingdom",0,0.01,3.775,0.5384040455278043,0.2604883115925535,0.8007256273095237,0.14210148486794877,1.299185693382418,4.885362661292293,1.0426701200341797,1.1498512080901249,4.033
"North Tyneside, United Kingdom",1,0.02,7.444,0.5431507566023495,0.2884203529427759,0.8019815151253583,0.14210148486794877,1.299185693382418,4.928433298001185,1.0422814498002182,1.1498512080901249,4.764
"North Tyneside, United Kingdom",10,0.11,34.564,0.578234702445246,0.3644927156540182,0.8117894012110821,0.14210148486794877,1.299185693382418,5.2467774866368115,1.0396144287173446,1.1498512080901249,14.147
"North Tyneside, United Kingdom",20,0.21,62.34,0.6141678726772276,0.41239401507678186,0.821137155582083,0.14210148486794877,1.299185693382418,5.572827354967745,1.0372104604776775,1.1498512080901249,16.456
"North Tyneside, United Kingdom",30,0.31,80.901,0.6381791099521444,0.43114250531100395,0.8259627867385055,0.14210148486794877,1.299185693382418,5.790700164447313,1.0357603660344665,1.1498512080901249,17.173
"North Tyneside, United Kingdom",40,0.41,104.982,0.6693326866580951,0.4656898156325747,0.8344147432454915,0.14210148486794877,1.299185693382418,6.073381027767642,1.034039270931884,1.1498512080901249,17.663
"North Tyneside, United Kingdom",50,0.51,115.372,0.6827741123192193,0.49014738603871844,0.8374822520253913,0.14210148486794877,1.299185693382418,6.195345637032452,1.0333468110117145,1.1498512080901249,17.931
"North Tyneside, United Kingdom",60,0.61,128.376,0.6995961353863885,0.6473478397504682,0.843579473376858,0.14210148486794877,1.299185693382418,6.347985061015945,1.0325189009872677,1.1498512080901249,18.741
"North Tyneside, United Kingdom",70,0.71,139.651,0.714182296924909,0.6623996269369086,0.8474740067688132,0.14210148486794877,1.299185693382418,6.480336757745879,1.031833606139986,1.1498512080901249,18.834
"North Tyneside, United Kingdom",80,0.81,147.697,0.7245908945012125,0.6806660227657807,0.8509565831521696,0.14210148486794877,1.299185693382418,6.574782136412828,1.03136198169984,1.1498512080901249,18.777
"North Tyneside, United Kingdom",90,0.91,152.626,0.7309675897335819,0.6900816487972242,0.8534986605903435,0.14210148486794877,1.299185693382418,6.6326428992533435,1.0310798880224683,1.1498512080901249,18.686
"North Tyneside, United Kingdom",99,1.0,156.241,0.735644518861467,0.694814340102006,0.8546330548759764,0.14210148486794877,1.299185693382418,6.675080349567227,1.0308761937857744,1.1498512080901249,18.58
"South Tyneside, United Kingdom",-1,0.0,0.0,0.38164233529513675,0.12314590987328809,0.8235920103785289,0.09920529968136421,1.4270337685555379,3.1257538217521508,1.0412518737166623,1.1275972755206565,3.042
"South Tyneside, United Kingdom",0,0.01,1.79,0.3848968737636786,0.1420851954431261,0.8241101385823593,0.09920529968136421,1.4270337685555379,3.1524093709805063,1.0408888014794089,1.1275972755206565,3.529
"South Tyneside, United Kingdom",1,0.02,3.768,0.38849212460078003,0.14568044628022744,0.8244953845551021,0.09920529968136421,1.4270337685555379,3.181855446546354,1.0404950779335533,1.1275972755206565,3.589
"South Tyneside, United Kingdom",10,0.11,19.15,0.41645815302364314,0.20733411275696434,0.8326937068873744,0.09920529968136421,1.4270337685555379,3.4109047739863847,1.037673303405958,1.1275972755206565,5.468
"South Tyneside, United Kingdom",20,0.21,35.95,0.4470005826052769,0.22940951901468454,0.8367247946564188,0.09920529968136421,1.4270337685555379,3.6610555228978203,1.035009063382702,1.1275972755206565,7.285
"South Tyneside, United Kingdom",30,0.31,51.152,0.4746386950934712,0.3374498491924937,0.8404312029313211,0.09920529968136421,1.4270337685555379,3.8874191302507124,1.0329034169694955,1.1275972755206565,7.483
"South Tyneside, United Kingdom",40,0.41,65.906,0.501461642370849,0.38354301740720903,0.8449237423843907,0.09920529968136421,1.4270337685555379,4.107106314320799,1.0310887129084936,1.1275972755206565,8.731
"South Tyneside, United Kingdom",50,0.51,78.029,0.5235029945875742,0.4050823393437709,0.8479817031702911,0.09920529968136421,1.4270337685555379,4.287630943158778,1.0297408375213,1.1275972755206565,10.641
"South Tyneside, United Kingdom",60,0.61,89.436,0.544240658102574,0.4553992471597375,0.8536690020277281,0.09920529968136421,1.4270337685555379,4.457478009355175,1.0285752145713443,1.1275972755206565,15.423
"South Tyneside, United Kingdom",70,0.71,99.077,0.5617676113640717,0.47400531167618576,0.8569506632178095,0.09920529968136421,1.4270337685555379,4.601028491244011,1.0276590188266563,1.1275972755206565,15.726
"South Tyneside, United Kingdom",80,0.81,102.358,0.5677324424762041,0.47997014278831823,0.8584280585898093,0.09920529968136421,1.4270337685555379,4.64988206937348,1.0273604708989976,1.1275972755206565,16.152
"South Tyneside, United Kingdom",90,0.91,108.551,0.5789920362478449,0.49575534110668906,0.8628709994983643,0.09920529968136421,1.4270337685555379,4.742101183995199,1.026814127707861,1.1275972755206565,16.261
"South Tyneside, United Kingdom",99,1.0,119.104,0.5981786289113965,0.525249892397846,0.8695055205213603,0.09920529968136421,1.4270337685555379,4.899244560916733,1.0259317610053262,1.1275972755206565,16.313
