country,variant,metric_version,grown_edges,place_id,metric,version,value,status,detail
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",betweenness_mean_road,0.1.0,0.005660189411369405,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",betweenness_mean_bike,0.1.0,0.0009899398630961113,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",betweenness_median_road,0.1.0,0.00021834060615098108,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",betweenness_median_bike,0.1.0,4.126454993792484e-05,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",closeness_mean_road,0.1.0,0.00015355465922206824,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",closeness_mean_bike,0.1.0,4.910994429248293e-05,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",closeness_median_road,0.1.0,0.00015758575854450208,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",closeness_median_bike,0.1.0,4.755109720839841e-05,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",clustering_mean_road,0.1.0,0.014263887373131069,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",clustering_mean_bike,0.1.0,0.011447251773049644,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",n_nodes_road,0.1.0,9163.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",n_nodes_bike,0.1.0,3008.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",n_edges_road,0.1.0,10726.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",n_edges_bike,0.1.0,5766.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",length_km_road,0.1.0,942.1038110589178,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",length_km_bike,0.1.0,354.1994387785971,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",edge_length_avg_m_road,0.1.0,87.83365756655955,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",edge_length_avg_m_bike,0.1.0,61.42896961127248,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",k_avg_road,0.1.0,2.3411546436756523,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",k_avg_bike,0.1.0,3.833776595744681,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_count_road,0.1.0,5869.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_count_bike,0.1.0,2120.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_density_per_km_road,0.1.0,6.229674406478928,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_density_per_km_bike,0.1.0,5.985328512406732,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",dead_end_proportion_road,0.1.0,0.3594892502455528,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",dead_end_proportion_bike,0.1.0,0.034574468085106384,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",three_way_proportion_road,0.1.0,0.5813598166539343,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",three_way_proportion_bike,0.1.0,0.0199468085106383,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",four_way_proportion_road,0.1.0,0.059150933100512934,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",four_way_proportion_bike,0.1.0,0.6848404255319149,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",self_loop_proportion_road,0.1.0,0.0016781652060413948,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",self_loop_proportion_bike,0.1.0,0.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",circuity_avg_road,0.1.0,1.0709558258920937,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",circuity_avg_bike,0.1.0,1.0410108068405344,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",linearity_mean_road,0.1.0,0.9669049062083416,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",linearity_mean_bike,0.1.0,0.9709533006035294,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",linearity_median_road,0.1.0,0.9999784860555181,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",linearity_median_bike,0.1.0,0.9996442883740491,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",orientation_entropy_road,0.1.0,3.54617414916952,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",orientation_entropy_bike,0.1.0,3.534038601401855,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",orientation_order_road,0.1.0,0.03370381633939756,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",orientation_order_bike,0.1.0,0.04453181712034282,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",connectivity_ratio_road,0.1.0,0.39027762616890443,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",connectivity_ratio_bike,0.1.0,0.6393878908848969,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",meshedness_road,0.1.0,0.08536651929479831,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",meshedness_bike,0.1.0,0.4891033105972384,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",n_components_road,0.1.0,1.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",n_components_bike,0.1.0,182.0,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",components_per_km_road,0.1.0,0.0010614541500219676,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",components_per_km_bike,0.1.0,0.5138348062537855,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",lcc_length_share_road,0.1.0,0.9999999999999993,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",lcc_length_share_bike,0.1.0,0.2514391312326611,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",lcc_length_km_road,0.1.0,942.1038110589172,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",lcc_length_km_bike,0.1.0,89.05959916958659,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",component_size_gini_road,0.1.0,,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",component_size_gini_bike,0.1.0,0.8511774007113326,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",street_density_km2,0.1.0,8.183333032633128,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",cycle_network_density_km2,0.1.0,3.0766587858710386,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_density_km2_road,0.1.0,50.979500353088184,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_density_km2_bike,0.1.0,18.414813554020608,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",low_stress_coverage,0.1.0,0.7901911779273482,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",lts1_coverage,0.1.0,0.35133257546870295,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",lts2_coverage,0.1.0,0.43885860245864516,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",bikeable_length_share,0.1.0,0.37596646422699376,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",entropy_gap_kl,0.1.0,0.02500310182928625,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",bike_lcc_share_of_road,0.1.0,0.09453268113785068,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",intersection_ratio_bike_road,0.1.0,0.36121996933038,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",bike_offroad_share,0.1.0,0.9804482172663492,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",modal_directness_gap,0.1.0,1.1985132106435636,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",low_stress_route_fraction,0.1.0,0.027481203007518797,ok,
UK,baseline,0.5.0,8412,"Newcastle upon Tyne, United Kingdom",mean_route_lts,0.1.0,1.4691966289083476,ok,
