country,variant,metric_version,grown_edges,place_id,metric,version,value,status,detail
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",betweenness_mean_road,0.1.0,0.004998344019589372,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",betweenness_mean_bike,0.1.0,0.021436663100691863,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",betweenness_median_road,0.1.0,0.00017265193112905974,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",betweenness_median_bike,0.1.0,0.010689545769024698,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",closeness_mean_road,0.1.0,0.00012086095878087155,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",closeness_mean_bike,0.1.0,0.00010330863518490594,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",closeness_median_road,0.1.0,0.00012066604290938816,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",closeness_median_bike,0.1.0,0.0001091757954447978,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",clustering_mean_road,0.1.0,0.014007076896521963,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",clustering_mean_bike,0.1.0,0.013979062197589515,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",n_nodes_road,0.1.0,11587.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",n_nodes_bike,0.1.0,11367.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",n_edges_road,0.1.0,13388.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",n_edges_bike,0.1.0,13619.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",length_km_road,0.1.0,1140.9236628767994,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",length_km_bike,0.1.0,643.2796133199062,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",edge_length_avg_m_road,0.1.0,85.21987323549443,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",edge_length_avg_m_bike,0.1.0,47.23398291503827,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",k_avg_road,0.1.0,2.310865625269699,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",k_avg_bike,0.1.0,2.3962347145245007,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",intersection_count_road,0.1.0,7355.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",intersection_count_bike,0.1.0,1675.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",intersection_density_per_km_road,0.1.0,6.4465312091561175,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",intersection_density_per_km_bike,0.1.0,2.6038443708102004,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",dead_end_proportion_road,0.1.0,0.36523690342625353,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",dead_end_proportion_bike,0.1.0,0.008973343890208499,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",three_way_proportion_road,0.1.0,0.5942003969966342,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",three_way_proportion_bike,0.1.0,0.02454473475851148,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",four_way_proportion_road,0.1.0,0.04056269957711228,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",four_way_proportion_bike,0.1.0,0.12281164775226533,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",self_loop_proportion_road,0.1.0,0.0023902001792650133,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",self_loop_proportion_bike,0.1.0,0.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",circuity_avg_road,0.1.0,1.0832246474333742,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",circuity_avg_bike,0.1.0,1.0329359286014517,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",linearity_mean_road,0.1.0,0.9612153423060411,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",linearity_mean_bike,0.1.0,0.9913277109816157,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",linearity_median_road,0.1.0,0.9999398263106727,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",linearity_median_bike,0.1.0,1.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",orientation_entropy_road,0.1.0,3.5531222516782113,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",orientation_entropy_bike,0.1.0,3.5473450454549806,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",orientation_order_road,0.1.0,0.02747687355801598,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",orientation_order_bike,0.1.0,0.03265585126296955,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",connectivity_ratio_road,0.1.0,0.38521076104157675,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",connectivity_ratio_bike,0.1.0,0.399442733538642,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",meshedness_road,0.1.0,0.07777633907376236,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",meshedness_bike,0.1.0,0.10356812882220952,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",n_components_road,0.1.0,1.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",n_components_bike,0.1.0,102.0,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",components_per_km_road,0.1.0,0.0008764828292530411,ok,
UK,scenario,0.5.0,10327,"Sunderland, United Kingdom",components_per_km_bike,0.1.0,0.1585624631776958,ok,
