country,variant,metric_version,grown_edges,place_id,metric,version,value,status,detail
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",betweenness_mean_road,0.1.0,0.005594201601317446,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",betweenness_mean_bike,0.1.0,0.003437811069131294,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",betweenness_median_road,0.1.0,0.00023923444291715438,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",betweenness_median_bike,0.1.0,0.0003010185418893284,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",closeness_mean_road,0.1.0,0.00014885508692129903,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",closeness_mean_bike,0.1.0,6.76552111792401e-05,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",closeness_median_road,0.1.0,0.00015083373101533047,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",closeness_median_bike,0.1.0,5.341590010728826e-05,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",clustering_mean_road,0.1.0,0.01283829566742397,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",clustering_mean_bike,0.1.0,0.012163742690058479,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",n_nodes_road,0.1.0,8363.0,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",n_nodes_bike,0.1.0,2850.0,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",n_edges_road,0.1.0,9553.0,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",n_edges_bike,0.1.0,5874.0,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",length_km_road,0.1.0,772.994156600206,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",length_km_bike,0.1.0,414.86436723164655,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",edge_length_avg_m_road,0.1.0,80.9163777452325,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",edge_length_avg_m_bike,0.1.0,70.62723310038245,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",k_avg_road,0.1.0,2.284586870740165,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",k_avg_bike,0.1.0,4.122105263157895,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",intersection_count_road,0.1.0,5200.0,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",intersection_count_bike,0.1.0,2224.0,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",intersection_density_per_km_road,0.1.0,6.727088368779804,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",intersection_density_per_km_bike,0.1.0,5.360788189259435,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",dead_end_proportion_road,0.1.0,0.3780939854119335,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",dead_end_proportion_bike,0.1.0,0.009473684210526316,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",three_way_proportion_road,0.1.0,0.5816094702857826,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",three_way_proportion_bike,0.1.0,0.008771929824561403,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",four_way_proportion_road,0.1.0,0.040176969986846826,ok,
UK,baseline,0.5.0,8110,"North Tyneside, United Kingdom",four_way_proportion_bike,0.1.0,0.771578947368421,ok,
