snapshot_date,source,country,metric_version,place_id,metric,version,value,status,detail
2025-01-01,osm,US,0.5.0,"Decatur, United States",intersection_density_km2_road,0.1.0,21.057338080076413,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",intersection_density_km2_bike,0.1.0,0.8787451749027251,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",low_stress_coverage,0.1.0,0.8368703248251876,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",lts1_coverage,0.1.0,0.4017102602803941,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",lts2_coverage,0.1.0,0.4351600645447936,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",bikeable_length_share,0.1.0,0.06498916095882412,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",entropy_gap_kl,0.1.0,0.655163543784878,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",bike_lcc_share_of_road,0.1.0,0.025518889982394637,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",intersection_ratio_bike_road,0.1.0,0.04173106646058733,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",bike_offroad_share,0.1.0,1.0,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",modal_directness_gap,0.1.0,1.1559359466182713,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",low_stress_route_fraction,0.1.0,0.12966165413533834,ok,
2025-01-01,osm,US,0.5.0,"Decatur, United States",mean_route_lts,0.1.0,1.698718225991033,ok,
