place_id,place_key,geom_source,year,value,numerator,denominator,measure_type,source,sample_n,notes
Liverpool,liverpool,legacy,,2.4,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Bristol,bristol,legacy,,5.2,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Cardiff,cardiff,legacy,,2.9,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Belfast,belfast,legacy,,2.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Leicester,leicester,legacy,,3.5,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Wakefield,wakefield,legacy,,1.1,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Coventry,coventry,legacy,,1.9,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Doncaster,doncaster,legacy,,1.8,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Nottingham,nottingham,legacy,,2.8,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Newcastle upon Tyne,newcastle upon tyne,legacy,,2.3,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Sunderland,sunderland,legacy,,1.3,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Brighton and Hove,brighton and hove,legacy,,3.8,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Kingston Upon Hull,kingston upon hull,legacy,,6.9,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Plymouth,plymouth,legacy,,2.1,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Wolverhampton,wolverhampton,legacy,,1.5,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Stoke-on-Trent,stoke-on-trent,legacy,,1.4,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Milton Keynes,milton keynes,legacy,,2.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Derby,derby,legacy,,2.5,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Swansea,swansea,legacy,,1.1,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Southampton,southampton,legacy,,3.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Salford,salford,legacy,,2.2,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Aberdeen,aberdeen,legacy,,7.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Portsmouth,portsmouth,legacy,,5.2,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
York,york,legacy,,7.3,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Colchester,colchester,legacy,,2.5,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Peterborough,peterborough,legacy,,3.8,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Southend-On-Sea,southend-on-sea,legacy,,2.1,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Chelmsford,chelmsford,legacy,,1.9,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Oxford,oxford,legacy,,10.5,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Canterbury,canterbury,legacy,,1.7,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Dundee,dundee,legacy,,4.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Newport,newport,legacy,,1.3,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
St Albans,st albans,legacy,,1.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Preston,preston,legacy,,1.7,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Lancaster,lancaster,legacy,,2.7,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Wrexham,wrexham,legacy,,1.1,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Norwich,norwich,legacy,,6.2,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Exeter,exeter,legacy,,4.7,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Cambridge,cambridge,legacy,,16.8,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Gloucester,gloucester,legacy,,3.3,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Winchester,winchester,legacy,,1.3,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Derry,derry,legacy,,0.5,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Carlisle,carlisle,legacy,,2.2,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Greater London,greater london,legacy,,3.0,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
South Tyneside,south tyneside,legacy,,1.8,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
North Tyneside,north tyneside,legacy,,1.9,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Gateshead,gateshead,legacy,,1.2,,,commute_mode_share,legacy_max_value,,mixed Eurostat + 2011 census; year unknown
Greater Sydney,greater sydney,oecd_fua,2021,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS01F
Greater Melbourne,greater melbourne,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS02F
Greater Brisbane,greater brisbane,oecd_fua,2021,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS03F
Greater Perth,greater perth,oecd_fua,2021,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS04F
Greater Adelaide,greater adelaide,oecd_fua,2021,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS05F
Gold Coast,gold coast,oecd_fua,2021,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS06F
Canberra,canberra,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS07F
Newcastle,newcastle,oecd_fua,2021,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS08F
Wollongong,wollongong,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS10F
Sunshine Coast,sunshine coast,oecd_fua,2021,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS11F
Greater Hobart,greater hobart,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS12F
Townsville,townsville,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS13F
Geelong,geelong,oecd_fua,2021,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS14F
Cairns,cairns,oecd_fua,2021,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS15F
Greater Darwin,greater darwin,oecd_fua,2021,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS16F
Toowoomba,toowoomba,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS17F
Ballarat,ballarat,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS18F
Bendigo,bendigo,oecd_fua,2021,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code AUS19F
Bruxelles,bruxelles,oecd_fua,2011,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE001F
Antwerpen,antwerpen,oecd_fua,2011,18.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE002F
Gent,gent,oecd_fua,2011,14.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE003F
Charleroi,charleroi,oecd_fua,2011,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE004F
Liège,liege,oecd_fua,2011,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE005F
Brugge,brugge,oecd_fua,2011,16.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE006F
Namur,namur,oecd_fua,2011,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE007F
Mons,mons,oecd_fua,2011,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE009F
Oostende,oostende,oecd_fua,2011,16.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BE011F
Sofia,sofia,oecd_fua,2011,18.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG001F
Plovdiv,plovdiv,oecd_fua,2011,12.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG002F
Varna,varna,oecd_fua,2011,8.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG003F
Burgas,burgas,oecd_fua,2011,18.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG004F
Pleven,pleven,oecd_fua,2011,14.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG005F
Ruse,ruse,oecd_fua,2011,10.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG006F
Stara Zagora,stara zagora,oecd_fua,2011,17.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG008F
Sliven,sliven,oecd_fua,2011,15.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG009F
Dobrich,dobrich,oecd_fua,2011,15.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG010F
Shumen,shumen,oecd_fua,2011,16.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG011F
Haskovo,haskovo,oecd_fua,2011,18.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG014F
Pazardzhik,pazardzhik,oecd_fua,2011,18.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG015F
Veliko Tarnovo,veliko tarnovo,oecd_fua,2011,9.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code BG017F
Toronto,toronto,oecd_fua,2021,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN01F
Montreal,montreal,oecd_fua,2021,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN02F
Vancouver,vancouver,oecd_fua,2021,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN03F
Ottawa,ottawa,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN04F
Calgary,calgary,oecd_fua,2021,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN05F
Edmonton,edmonton,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN06F
Quebec,quebec,oecd_fua,2021,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN07F
Winnipeg,winnipeg,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN08F
Hamilton,hamilton,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN09F
London,london,oecd_fua,2021,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN10F
Kitchener,kitchener,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN11F
Halifax,halifax,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN12F
Victoria,victoria,oecd_fua,2021,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN13F
Windsor,windsor,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN14F
Saskatoon,saskatoon,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN15F
Sherbrooke,sherbrooke,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN16F
St Catharines,st catharines,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN17F
Trois Rivieres,trois rivieres,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN18F
St Johns,st johns,oecd_fua,2021,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN19F
Regina,regina,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN20F
Abbotsford,abbotsford,oecd_fua,2021,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN21F
Guelph,guelph,oecd_fua,2021,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN22F
Red Deer,red deer,oecd_fua,2021,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN23F
Brantford,brantford,oecd_fua,2021,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN24F
Peterborough,peterborough,oecd_fua,2021,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN25F
Niagara Falls,niagara falls,oecd_fua,2021,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CAN26F
Bern,bern,oecd_fua,2024,11.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH001F
Zurich,zurich,oecd_fua,2024,7.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH002F
Geneva,geneva,oecd_fua,2024,10.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH003F
Basel,basel,oecd_fua,2024,16.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH004F
Lausanne,lausanne,oecd_fua,2024,3.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH005F
Lucerne,lucerne,oecd_fua,2024,12.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH006F
Lugano,lugano,oecd_fua,2024,4.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH008F
St. Gallen,st. gallen,oecd_fua,2024,7.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH009F
Biel/Bienne,biel/bienne,oecd_fua,2024,10.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CH010F
Arica,arica,oecd_fua,2022,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL001F
Iquique,iquique,oecd_fua,2022,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL002F
Calama,calama,oecd_fua,2022,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL003F
Antofagasta,antofagasta,oecd_fua,2022,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL004F
Copiapó,copiapo,oecd_fua,2022,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL005F
Coquimbo-La Serena,coquimbo-la serena,oecd_fua,2022,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL006F
Ovalle,ovalle,oecd_fua,2022,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL007F
Calera,calera,oecd_fua,2022,7.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL008F
Quillota,quillota,oecd_fua,2022,8.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL009F
Valparaíso,valparaiso,oecd_fua,2022,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL010F
Santiago,santiago,oecd_fua,2022,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL011F
San Antonio,san antonio,oecd_fua,2022,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL012F
Melipilla,melipilla,oecd_fua,2022,11.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL013F
Rancagua,rancagua,oecd_fua,2022,8.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL014F
San Fernando,san fernando,oecd_fua,2022,13.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL015F
Curicó,curico,oecd_fua,2022,14.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL016F
Talca,talca,oecd_fua,2022,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL017F
Linares,linares,oecd_fua,2022,16.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL018F
Chillán,chillan,oecd_fua,2022,10.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL019F
Concepción,concepcion,oecd_fua,2022,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL020F
Los Angeles,los angeles,oecd_fua,2022,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL021F
Temuco,temuco,oecd_fua,2022,4.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL022F
Valdivia,valdivia,oecd_fua,2022,5.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL023F
Osorno,osorno,oecd_fua,2022,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL024F
Puerto Montt,puerto montt,oecd_fua,2022,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL025F
Punta Arenas,punta arenas,oecd_fua,2022,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CL026F
Praha,praha,oecd_fua,2021,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ001F
Brno,brno,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ002F
Ostrava,ostrava,oecd_fua,2021,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ003F
Plzeň,plzen,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ004F
Ústí nad Labem,usti nad labem,oecd_fua,2021,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ005F
Olomouc,olomouc,oecd_fua,2021,7.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ006F
Liberec,liberec,oecd_fua,2021,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ007F
České Budějovice,ceske budejovice,oecd_fua,2021,7.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ008F
Hradec Králové,hradec kralove,oecd_fua,2021,10.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ009F
Pardubice,pardubice,oecd_fua,2021,11.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ010F
Most,most,oecd_fua,2021,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ016F
Chomutov-Jirkov,chomutov-jirkov,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code CZ018F
Berlin,berlin,oecd_fua,2016,11.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE001F
Hamburg,hamburg,oecd_fua,2016,10.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE002F
München,munchen,oecd_fua,2016,9.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE003F
Köln,koln,oecd_fua,2016,10.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE004F
Frankfurt am Main,frankfurt am main,oecd_fua,2016,7.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE005F
Stuttgart,stuttgart,oecd_fua,2016,4.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE007F
Leipzig,leipzig,oecd_fua,2016,13.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE008F
Dresden,dresden,oecd_fua,2016,11.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE009F
Düsseldorf,dusseldorf,oecd_fua,2016,7.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE011F
Bremen,bremen,oecd_fua,2016,15.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE012F
Hannover,hannover,oecd_fua,2016,12.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE013F
Nürnberg,nurnberg,oecd_fua,2016,8.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE014F
Bielefeld,bielefeld,oecd_fua,2016,6.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE016F
Halle an der Saale,halle an der saale,oecd_fua,2016,9.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE017F
Magdeburg,magdeburg,oecd_fua,2016,10.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE018F
Wiesbaden,wiesbaden,oecd_fua,2016,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE019F
Göttingen,gottingen,oecd_fua,2016,10.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE020F
Darmstadt,darmstadt,oecd_fua,2016,10.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE023F
Trier,trier,oecd_fua,2016,4.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE024F
Freiburg im Breisgau,freiburg im breisgau,oecd_fua,2016,16.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE025F
Regensburg,regensburg,oecd_fua,2016,8.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE026F
Frankfurt (Oder),frankfurt (oder),oecd_fua,2016,8.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE027F
Schwerin,schwerin,oecd_fua,2016,10.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE029F
Erfurt,erfurt,oecd_fua,2016,8.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE030F
Augsburg,augsburg,oecd_fua,2016,10.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE031F
Bonn,bonn,oecd_fua,2016,9.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE032F
Karlsruhe,karlsruhe,oecd_fua,2016,13.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE033F
Mönchengladbach,monchengladbach,oecd_fua,2016,5.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE034F
Mainz,mainz,oecd_fua,2016,6.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE035F
Kiel,kiel,oecd_fua,2016,14.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE036F
Saarbrücken,saarbrucken,oecd_fua,2016,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE037F
Koblenz,koblenz,oecd_fua,2016,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE039F
Rostock,rostock,oecd_fua,2016,15.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE040F
Kaiserslautern,kaiserslautern,oecd_fua,2016,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE041F
Iserlohn,iserlohn,oecd_fua,2016,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE042F
Tübingen,tubingen,oecd_fua,2016,10.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE047F
Flensburg,flensburg,oecd_fua,2016,9.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE049F
Konstanz,konstanz,oecd_fua,2016,12.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE051F
Neumünster,neumunster,oecd_fua,2016,15.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE052F
Gießen,gießen,oecd_fua,2016,7.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE054F
Bayreuth,bayreuth,oecd_fua,2016,6.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE056F
Aschaffenburg,aschaffenburg,oecd_fua,2016,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE058F
Bamberg,bamberg,oecd_fua,2016,10.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE059F
Plauen,plauen,oecd_fua,2016,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE060F
Kempten (Allgäu),kempten (allgau),oecd_fua,2016,10.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE063F
Landshut,landshut,oecd_fua,2016,7.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE064F
Rosenheim,rosenheim,oecd_fua,2016,11.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE066F
Görlitz,gorlitz,oecd_fua,2016,9.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE071F
Schweinfurt,schweinfurt,oecd_fua,2016,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE074F
Münster,munster,oecd_fua,2016,28.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE083F
Chemnitz,chemnitz,oecd_fua,2016,5.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE084F
Aachen,aachen,oecd_fua,2016,5.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE086F
Krefeld,krefeld,oecd_fua,2016,12.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE087F
Lübeck,lubeck,oecd_fua,2016,16.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE089F
Kassel,kassel,oecd_fua,2016,5.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE091F
Osnabrück,osnabruck,oecd_fua,2016,12.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE095F
Oldenburg (Oldenburg),oldenburg (oldenburg),oecd_fua,2016,20.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE098F
Heidelberg,heidelberg,oecd_fua,2016,11.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE100F
Paderborn,paderborn,oecd_fua,2016,9.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE101F
Würzburg,wurzburg,oecd_fua,2016,7.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE102F
Bremerhaven,bremerhaven,oecd_fua,2016,11.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE105F
Heilbronn,heilbronn,oecd_fua,2016,4.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE107F
Remscheid,remscheid,oecd_fua,2016,0.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE108F
Ulm,ulm,oecd_fua,2016,8.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE110F
Pforzheim,pforzheim,oecd_fua,2016,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE111F
Ingolstadt,ingolstadt,oecd_fua,2016,11.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE112F
Gera,gera,oecd_fua,2016,5.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE113F
Reutlingen,reutlingen,oecd_fua,2016,6.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE115F
