place_id,place_key,geom_source,year,value,numerator,denominator,measure_type,source,sample_n,notes
Cottbus,cottbus,oecd_fua,2016,19.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE117F
Siegen,siegen,oecd_fua,2016,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE118F
Hildesheim,hildesheim,oecd_fua,2016,10.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE120F
Wuppertal,wuppertal,oecd_fua,2016,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE124F
Jena,jena,oecd_fua,2016,10.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE125F
"Düren, Stadt",duren,oecd_fua,2016,5.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE126F
"Bocholt, Stadt",bocholt,oecd_fua,2016,24.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code DE127F
Tallinn,tallinn,oecd_fua,2018,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code EE001F
Tartu,tartu,oecd_fua,2018,4.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code EE002F
Helsinki,helsinki,oecd_fua,2018,13.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FI001F
Tampere,tampere,oecd_fua,2018,11.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FI002F
Oulu,oulu,oecd_fua,2011,18.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FI004F
Paris,paris,oecd_fua,2022,4.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR001F
Lyon,lyon,oecd_fua,2022,5.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR002F
Lille,lille,oecd_fua,2022,4.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR003F
Marseille,marseille,oecd_fua,2022,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR004F
Bordeaux,bordeaux,oecd_fua,2022,7.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR005F
Toulouse,toulouse,oecd_fua,2022,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR006F
Nantes,nantes,oecd_fua,2022,7.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR007F
Nice,nice,oecd_fua,2022,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR008F
Strasbourg,strasbourg,oecd_fua,2022,10.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR009F
Rouen,rouen,oecd_fua,2022,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR010F
Montpellier,montpellier,oecd_fua,2022,6.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR011F
Grenoble,grenoble,oecd_fua,2022,9.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR012F
Tours,tours,oecd_fua,2022,4.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR013F
Cannes-Antibes,cannes-antibes,oecd_fua,2022,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR014F
Toulon,toulon,oecd_fua,2022,3.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR015F
Rennes,rennes,oecd_fua,2022,5.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR016F
Reims,reims,oecd_fua,2022,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR017F
Orléans,orleans,oecd_fua,2022,3.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR018F
Nancy,nancy,oecd_fua,2022,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR019F
Dijon,dijon,oecd_fua,2022,4.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR020F
Clermont-Ferrand,clermont-ferrand,oecd_fua,2022,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR021F
Le Havre,le havre,oecd_fua,2022,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR022F
Saint-Étienne,saint-etienne,oecd_fua,2022,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR023F
Angers,angers,oecd_fua,2022,5.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR024F
Mulhouse,mulhouse,oecd_fua,2022,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR025F
Lens,lens,oecd_fua,2022,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR026F
Metz,metz,oecd_fua,2022,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR027F
Nîmes,nimes,oecd_fua,2022,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR028F
Le Mans,le mans,oecd_fua,2022,3.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR029F
Saint-Denis,saint-denis,oecd_fua,2022,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR030F
Caen,caen,oecd_fua,2022,3.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR031F
Limoges,limoges,oecd_fua,2022,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR032F
Brest,brest,oecd_fua,2022,3.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR034F
Amiens,amiens,oecd_fua,2022,3.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR035F
Dunkerque,dunkerque,oecd_fua,2022,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR036F
Perpignan,perpignan,oecd_fua,2022,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR037F
Annecy,annecy,oecd_fua,2022,5.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR038F
Besançon,besancon,oecd_fua,2022,3.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR039F
Bayonne,bayonne,oecd_fua,2022,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR040F
Pau,pau,oecd_fua,2022,3.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR042F
Avignon,avignon,oecd_fua,2022,3.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR043F
Troyes,troyes,oecd_fua,2022,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR044F
Valenciennes,valenciennes,oecd_fua,2022,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR045F
Fort-de-France,fort-de-france,oecd_fua,2022,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR046F
Poitiers,poitiers,oecd_fua,2022,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR047F
Valence,valence,oecd_fua,2022,4.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR048F
Fréjus,frejus,oecd_fua,2022,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR049F
Chambéry,chambery,oecd_fua,2022,5.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR050F
Douai,douai,oecd_fua,2022,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR052F
La Rochelle,la rochelle,oecd_fua,2022,7.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR054F
Lorient,lorient,oecd_fua,2022,4.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR055F
Cherbourg-en-Cotentin,cherbourg-en-cotentin,oecd_fua,2022,3.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR056F
Béziers,beziers,oecd_fua,2022,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR057F
Chartres,chartres,oecd_fua,2022,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR058F
Boulogne-sur-Mer,boulogne-sur-mer,oecd_fua,2022,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR060F
Calais,calais,oecd_fua,2022,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR061F
Montbéliard,montbeliard,oecd_fua,2022,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR063F
Arras,arras,oecd_fua,2022,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR064F
Colmar,colmar,oecd_fua,2022,5.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR065F
Bourges,bourges,oecd_fua,2022,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR068F
Saint-Brieuc,saint-brieuc,oecd_fua,2022,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR069F
Quimper,quimper,oecd_fua,2022,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR070F
Belfort,belfort,oecd_fua,2022,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR071F
Cayenne,cayenne,oecd_fua,2022,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR072F
Saint-Louis,saint-louis,oecd_fua,2022,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR074F
Vannes,vannes,oecd_fua,2022,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR075F
Annemasse-Geneva (French part),annemasse-geneva (french part),oecd_fua,2022,5.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR076F
Saint-Louis-Bâle (French part),saint-louis-bale (french part),oecd_fua,2022,7.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code FR077F
Dublin,dublin,oecd_fua,2022,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IE001F
Cork,cork,oecd_fua,2022,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IE002F
Limerick,limerick,oecd_fua,2022,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IE003F
Galway,galway,oecd_fua,2022,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IE004F
Waterford,waterford,oecd_fua,2022,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IE005F
Roma,roma,oecd_fua,2011,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT001F
Milano,milano,oecd_fua,2011,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT002F
Napoli,napoli,oecd_fua,2011,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT003F
Torino,torino,oecd_fua,2011,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT004F
Palermo,palermo,oecd_fua,2011,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT005F
Genova,genova,oecd_fua,2011,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT006F
Firenze,firenze,oecd_fua,2011,4.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT007F
Bari,bari,oecd_fua,2011,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT008F
Bologna,bologna,oecd_fua,2011,4.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT009F
Catania,catania,oecd_fua,2011,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT010F
Venezia,venezia,oecd_fua,2011,7.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT011F
Verona,verona,oecd_fua,2011,5.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT012F
Cremona,cremona,oecd_fua,2011,12.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT013F
Trento,trento,oecd_fua,2011,5.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT014F
Trieste,trieste,oecd_fua,2011,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT015F
Perugia,perugia,oecd_fua,2011,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT016F
Ancona,ancona,oecd_fua,2011,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT017F
Pescara,pescara,oecd_fua,2011,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT018F
Campobasso,campobasso,oecd_fua,2011,0.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT019F
Caserta,caserta,oecd_fua,2011,3.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT020F
Taranto,taranto,oecd_fua,2011,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT021F
Potenza,potenza,oecd_fua,2011,0.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT022F
Catanzaro,catanzaro,oecd_fua,2011,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT023F
Reggio di Calabria,reggio di calabria,oecd_fua,2011,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT024F
Sassari,sassari,oecd_fua,2011,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT025F
Cagliari,cagliari,oecd_fua,2011,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT026F
Padova,padova,oecd_fua,2011,8.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT027F
Brescia,brescia,oecd_fua,2011,6.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT028F
Modena,modena,oecd_fua,2011,8.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT029F
Foggia,foggia,oecd_fua,2011,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT030F
Salerno,salerno,oecd_fua,2011,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT031F
Piacenza,piacenza,oecd_fua,2011,9.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT032F
Bolzano,bolzano,oecd_fua,2011,17.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT033F
Udine,udine,oecd_fua,2011,6.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT034F
La Spezia,la spezia,oecd_fua,2011,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT035F
Lecce,lecce,oecd_fua,2011,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT036F
Barletta,barletta,oecd_fua,2011,4.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT037F
Pesaro,pesaro,oecd_fua,2011,9.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT038F
Como,como,oecd_fua,2011,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT039F
Pisa,pisa,oecd_fua,2011,6.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT040F
Treviso,treviso,oecd_fua,2011,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT041F
Varese,varese,oecd_fua,2011,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT042F
Asti,asti,oecd_fua,2011,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT043F
Pavia,pavia,oecd_fua,2011,6.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT044F
Cosenza,cosenza,oecd_fua,2011,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT046F
Savona,savona,oecd_fua,2011,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT047F
Matera,matera,oecd_fua,2011,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT048F
Avellino,avellino,oecd_fua,2011,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT050F
Pordenone,pordenone,oecd_fua,2011,7.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT051F
Lecco,lecco,oecd_fua,2011,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT052F
Altamura,altamura,oecd_fua,2011,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT053F
Battipaglia,battipaglia,oecd_fua,2011,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT056F
Bisceglie,bisceglie,oecd_fua,2011,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT057F
Carpi,carpi,oecd_fua,2011,10.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT058F
Cerignola,cerignola,oecd_fua,2011,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT059F
Gela,gela,oecd_fua,2011,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT060F
Sassuolo,sassuolo,oecd_fua,2011,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT063F
Messina,messina,oecd_fua,2011,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT064F
Prato,prato,oecd_fua,2011,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT065F
Parma,parma,oecd_fua,2011,9.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT066F
Livorno,livorno,oecd_fua,2011,8.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT067F
Reggio nell'Emilia,reggio nell'emilia,oecd_fua,2011,7.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT068F
Ravenna,ravenna,oecd_fua,2011,11.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT069F
Ferrara,ferrara,oecd_fua,2011,14.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT070F
Rimini,rimini,oecd_fua,2011,10.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT071F
Siracusa,siracusa,oecd_fua,2011,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT072F
Bergamo,bergamo,oecd_fua,2011,4.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT073F
Forlì,forli,oecd_fua,2011,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT074F
Latina,latina,oecd_fua,2011,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT075F
Vicenza,vicenza,oecd_fua,2011,7.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT076F
Terni,terni,oecd_fua,2011,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT077F
Novara,novara,oecd_fua,2011,9.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT078F
Alessandria,alessandria,oecd_fua,2011,6.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT079F
Arezzo,arezzo,oecd_fua,2011,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT080F
Grosseto,grosseto,oecd_fua,2011,6.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT081F
Brindisi,brindisi,oecd_fua,2011,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT082F
Trapani,trapani,oecd_fua,2011,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT083F
Ragusa,ragusa,oecd_fua,2011,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT084F
Andria,andria,oecd_fua,2011,3.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT085F
L'Aquila,l'aquila,oecd_fua,2011,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code IT087F
Tokyo,tokyo,oecd_fua,2020,11.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN01F
Osaka,osaka,oecd_fua,2020,16.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN02F
Nagoya,nagoya,oecd_fua,2020,9.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN03F
Fukuoka,fukuoka,oecd_fua,2020,11.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN04F
Sapporo,sapporo,oecd_fua,2020,6.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN05F
Sendai,sendai,oecd_fua,2020,8.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN06F
Okayama,okayama,oecd_fua,2020,13.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN07F
Hiroshima,hiroshima,oecd_fua,2020,15.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN08F
Kitakyushu,kitakyushu,oecd_fua,2020,5.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN09F
Naha,naha,oecd_fua,2020,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN10F
Kumamoto,kumamoto,oecd_fua,2020,10.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN11F
Yokkaichi,yokkaichi,oecd_fua,2020,7.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN12F
Takasaki,takasaki,oecd_fua,2020,8.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN13F
Niigata,niigata,oecd_fua,2020,6.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN15F
Utsunomiya,utsunomiya,oecd_fua,2020,9.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN16F
Kanazawa,kanazawa,oecd_fua,2020,6.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN17F
Oita,oita,oecd_fua,2020,8.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN18F
Kagoshima,kagoshima,oecd_fua,2020,7.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN19F
Himeji,himeji,oecd_fua,2020,11.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN20F
Mito,mito,oecd_fua,2020,6.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN21F
Shizuoka,shizuoka,oecd_fua,2020,17.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN22F
Toyohashi,toyohashi,oecd_fua,2020,8.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN23F
Nagasaki,nagasaki,oecd_fua,2020,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN24F
Matsuyama,matsuyama,oecd_fua,2020,18.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN25F
Toyama,toyama,oecd_fua,2020,6.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN26F
Kofu,kofu,oecd_fua,2020,8.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN27F
Takamatsu,takamatsu,oecd_fua,2020,14.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN28F
Nagano,nagano,oecd_fua,2020,9.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN29F
Tokushima,tokushima,oecd_fua,2020,13.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN30F
Numazu,numazu,oecd_fua,2020,8.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN31F
Fukui,fukui,oecd_fua,2020,6.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN32F
Wakayama,wakayama,oecd_fua,2020,11.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN33F
Koriyama,koriyama,oecd_fua,2020,6.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN34F
Kochi,kochi,oecd_fua,2020,15.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN35F
Miyazaki,miyazaki,oecd_fua,2020,10.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN36F
Morioka,morioka,oecd_fua,2020,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN37F
Fujieda,fujieda,oecd_fua,2020,8.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN38F
Fukushima,fukushima,oecd_fua,2020,7.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN39F
Matsumoto,matsumoto,oecd_fua,2020,8.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN40F
Yamagata,yamagata,oecd_fua,2020,7.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN41F
Kurume,kurume,oecd_fua,2020,9.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN42F
Akita,akita,oecd_fua,2020,8.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN43F
Asahikawa,asahikawa,oecd_fua,2020,7.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN44F
Kusatsu,kusatsu,oecd_fua,2020,12.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN45F
Fuji,fuji,oecd_fua,2020,5.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN46F
Isesaki,isesaki,oecd_fua,2020,7.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN47F
Hakodate,hakodate,oecd_fua,2020,5.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN48F
Hachinohe,hachinohe,oecd_fua,2020,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN49F
Hitachi,hitachi,oecd_fua,2020,3.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN50F
Aomori,aomori,oecd_fua,2020,10.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN51F
Shimonoseki,shimonoseki,oecd_fua,2020,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN52F
Obihiro,obihiro,oecd_fua,2020,5.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN53F
Shunan,shunan,oecd_fua,2020,10.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN54F
Ube,ube,oecd_fua,2020,8.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN55F
Yonago,yonago,oecd_fua,2020,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN56F
Ashikaga,ashikaga,oecd_fua,2020,8.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN57F
Omuta,omuta,oecd_fua,2020,7.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN58F
Marugame,marugame,oecd_fua,2020,10.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN59F
Kushiro,kushiro,oecd_fua,2020,4.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN60F
Tomakomai,tomakomai,oecd_fua,2020,4.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code JPN61F
Seoul,seoul,oecd_fua,2020,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR01F
Busan,busan,oecd_fua,2020,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR02F
Daegu,daegu,oecd_fua,2020,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR03F
Gwangju,gwangju,oecd_fua,2020,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR04F
Daejeon,daejeon,oecd_fua,2020,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR05F
