place_id,country,metric,baseline,scenario,delta
"Gateshead, United Kingdom",UK,betweenness_mean_bike,0.0017091456657208,0.028931547797886,0.0272224021321652
"Gateshead, United Kingdom",UK,betweenness_mean_road,0.0083807937379419,0.0083807937379419,0.0
"Gateshead, United Kingdom",UK,betweenness_median_bike,8.606554489389393e-05,0.0121345609379395,0.012048495393045606
"Gateshead, United Kingdom",UK,betweenness_median_road,0.0002665955650433,0.0002665955650433,0.0
"Gateshead, United Kingdom",UK,bike_lcc_share_of_road,0.1222456149391872,0.5805915061255559,0.4583458911863687
"Gateshead, United Kingdom",UK,bike_offroad_share,0.9466455378358306,0.9644883451272676,0.017842807291436946
"Gateshead, United Kingdom",UK,bikeable_length_share,0.4539397266230859,0.6820214393196846,0.22808171269659872
"Gateshead, United Kingdom",UK,circuity_avg_bike,1.0546227778263626,1.0357036236402668,-0.0189191541860958
"Gateshead, United Kingdom",UK,circuity_avg_road,1.0836573310384563,1.0836573310384563,0.0
"Gateshead, United Kingdom",UK,closeness_mean_bike,4.590105390753886e-05,9.910978278438746e-05,5.3208728876848596e-05
"Gateshead, United Kingdom",UK,closeness_mean_road,0.000115358729883,0.000115358729883,0.0
"Gateshead, United Kingdom",UK,closeness_median_bike,4.448197799327577e-05,0.0001045153878829,6.0033409889624235e-05
"Gateshead, United Kingdom",UK,closeness_median_road,0.000116497032891,0.000116497032891,0.0
"Gateshead, United Kingdom",UK,clustering_mean_bike,0.0142311365807067,0.0205448421805609,0.0063137055998542
"Gateshead, United Kingdom",UK,clustering_mean_road,0.0120053297801465,0.0120053297801465,0.0
"Gateshead, United Kingdom",UK,component_size_gini_bike,0.8144119990949878,0.9346761209088752,0.12026412181388735
"Gateshead, United Kingdom",UK,component_size_gini_road,0.4999418328878879,0.4999418328878879,0.0
"Gateshead, United Kingdom",UK,components_per_km_bike,0.3859042465737792,0.1631345167344884,-0.2227697298392908
"Gateshead, United Kingdom",UK,components_per_km_road,0.0023672603809782,0.0023672603809782,0.0
"Gateshead, United Kingdom",UK,connectivity_ratio_bike,0.651372388365424,0.4351697273233166,-0.2162026610421074
"Gateshead, United Kingdom",UK,connectivity_ratio_road,0.3788262472788662,0.3788262472788662,0.0
"Gateshead, United Kingdom",UK,cycle_network_density_km2,2.661556633791596,3.998853988200559,1.337297354408963
"Gateshead, United Kingdom",UK,dead_end_proportion_bike,0.0200573065902578,0.0100146046317546,-0.010042701958503202
"Gateshead, United Kingdom",UK,dead_end_proportion_road,0.3806795469686875,0.3806795469686875,0.0
"Gateshead, United Kingdom",UK,edge_length_avg_m_bike,80.40143103952899,46.05271694899918,-34.3487140905298
"Gateshead, United Kingdom",UK,edge_length_avg_m_road,99.08038899292508,99.08038899292508,0.0
"Gateshead, United Kingdom",UK,entropy_gap_kl,0.0388409078426622,0.0195794655064255,-0.0192614423362367
"Gateshead, United Kingdom",UK,four_way_proportion_bike,0.713876381498158,0.1922595451700396,-0.5216168363281184
"Gateshead, United Kingdom",UK,four_way_proportion_road,0.0334443704197201,0.0334443704197201,0.0
"Gateshead, United Kingdom",UK,intersection_count_bike,1778.0,2001.0,223.0
"Gateshead, United Kingdom",UK,intersection_count_road,4648.0,4648.0,0.0
"Gateshead, United Kingdom",UK,intersection_density_km2_bike,12.339151900633324,13.886750817304437,1.547598916671113
"Gateshead, United Kingdom",UK,intersection_density_km2_road,32.25668055913594,32.25668055913594,0.0
"Gateshead, United Kingdom",UK,intersection_density_per_km_bike,4.636065881136347,3.4726826381458658,-1.1633832429904816
"Gateshead, United Kingdom",UK,intersection_density_per_km_road,5.501513125393415,5.501513125393415,0.0
"Gateshead, United Kingdom",UK,intersection_ratio_bike_road,0.3825301204819277,0.4305077452667814,0.047977624784853734
"Gateshead, United Kingdom",UK,k_avg_bike,3.9050347932869434,2.6104736073440438,-1.2945611859428996
"Gateshead, United Kingdom",UK,k_avg_road,2.272351765489673,2.272351765489673,0.0
"Gateshead, United Kingdom",UK,lcc_length_km_bike,103.28024405044206,490.5176555910893,387.23741154064726
"Gateshead, United Kingdom",UK,lcc_length_km_road,844.8093339649298,844.8093339649298,0.0
"Gateshead, United Kingdom",UK,lcc_length_share_bike,0.2692992213935263,0.8512804329211339,0.5819812115276075
"Gateshead, United Kingdom",UK,lcc_length_share_road,0.9999418328878936,0.9999418328878936,0.0
"Gateshead, United Kingdom",UK,length_km_bike,383.5148260585533,576.2115944658777,192.69676840732444
"Gateshead, United Kingdom",UK,length_km_road,844.858476942672,844.858476942672,0.0
"Gateshead, United Kingdom",UK,linearity_mean_bike,0.9658983170548666,0.9869992784807956,0.021100961425928988
"Gateshead, United Kingdom",UK,linearity_mean_road,0.9599370505114954,0.9599370505114954,0.0
"Gateshead, United Kingdom",UK,linearity_median_bike,0.9993181209461298,1.0,0.0006818790538701824
"Gateshead, United Kingdom",UK,linearity_median_road,0.999614187746186,0.999614187746186,0.0
"Gateshead, United Kingdom",UK,low_stress_coverage,0.7535840759610574,0.8170888074790593,0.06350473151800196
"Gateshead, United Kingdom",UK,low_stress_route_fraction,0.1004645393212916,0.4632608888270065,0.36279634950571493
"Gateshead, United Kingdom",UK,lts1_coverage,0.3715596252369653,0.4895193330704944,0.1179597078335291
"Gateshead, United Kingdom",UK,lts2_coverage,0.3820244507240923,0.327569474408565,-0.054454976315527315
"Gateshead, United Kingdom",UK,mean_route_lts,1.3701262011012003,1.077331762066483,-0.29279443903471725
"Gateshead, United Kingdom",UK,meshedness_bike,0.5070682237246465,0.15756247717431,-0.34950574655033656
"Gateshead, United Kingdom",UK,meshedness_road,0.0682439186937687,0.0682439186937687,0.0
"Gateshead, United Kingdom",UK,modal_directness_gap,1.1798416208143323,1.14637380722578,-0.03346781358855222
"Gateshead, United Kingdom",UK,n_components_bike,148.0,94.0,-54.0
"Gateshead, United Kingdom",UK,n_components_road,2.0,2.0,0.0
"Gateshead, United Kingdom",UK,n_edges_bike,4770.0,12512.0,7742.0
"Gateshead, United Kingdom",UK,n_edges_road,8527.0,8527.0,0.0
"Gateshead, United Kingdom",UK,n_nodes_bike,2443.0,9586.0,7143.0
"Gateshead, United Kingdom",UK,n_nodes_road,7505.0,7505.0,0.0
"Gateshead, United Kingdom",UK,orientation_entropy_bike,3.5569414704585287,3.564478261148519,0.007536790689990358
"Gateshead, United Kingdom",UK,orientation_entropy_road,3.560991895971767,3.560991895971767,0.0
"Gateshead, United Kingdom",UK,orientation_order_bike,0.0240455424668464,0.0172564755452278,-0.006789066921618601
"Gateshead, United Kingdom",UK,orientation_order_road,0.0203998839961698,0.0203998839961698,0.0
"Gateshead, United Kingdom",UK,self_loop_proportion_bike,0.0,0.0,0.0
"Gateshead, United Kingdom",UK,self_loop_proportion_road,0.0012900199366717,0.0012900199366717,0.0
"Gateshead, United Kingdom",UK,street_density_km2,5.863237953618306,5.863237953618306,0.0
"Gateshead, United Kingdom",UK,three_way_proportion_bike,0.0139173147769136,0.0164823701230961,0.0025650553461824994
"Gateshead, United Kingdom",UK,three_way_proportion_road,0.5858760826115923,0.5858760826115923,0.0
"Newcastle upon Tyne, United Kingdom",UK,betweenness_mean_bike,0.0009899398630961,0.0234086400535202,0.0224187001904241
"Newcastle upon Tyne, United Kingdom",UK,betweenness_mean_road,0.0056601894113694,0.0056601894113694,0.0
